"","respID","qID","altID","obsID","price","time","agent","location"
"39",2,10,1,20,"$0","In 7 days","Autnomous robot","Doorstep"
"40",2,10,2,20,"$25","Tomorrow","Autnomous robot","Curbside"
"41",3,1,1,21,"$0","In 7 days","Autnomous robot","Curbside"
"42",3,1,2,21,"$25","In 4 days","Autnomous robot","Curbside"
"43",3,2,1,22,"$30","Tomorrow","Human","Neighborhood locker"
"44",3,2,2,22,"$30","In 4 days","Autnomous robot","Curbside"
"45",3,3,1,23,"$25","Today","Autnomous robot","Neighborhood locker"
"46",3,3,2,23,"$0","Today","Autnomous robot","Curbside"
"47",3,4,1,24,"$20","In 4 days","Autnomous robot","Curbside"
"48",3,4,2,24,"$0","Today","Human","Curbside"
"49",3,5,1,25,"$5","Tomorrow","Human","Curbside"
"50",3,5,2,25,"$30","In 7 days","Autnomous robot","Curbside"
"51",3,6,1,26,"$0","In 7 days","Autnomous robot","Curbside"
"52",3,6,2,26,"$30","In 4 days","Human","Neighborhood locker"
"53",3,7,1,27,"$20","Tomorrow","Human","Doorstep"
"54",3,7,2,27,"$25","In 7 days","Human","Curbside"
"55",3,8,1,28,"$25","In 7 days","Autnomous robot","Doorstep"
"56",3,8,2,28,"$5","Today","Autnomous robot","Curbside"
"57",3,9,1,29,"$30","Tomorrow","Human","Neighborhood locker"
"58",3,9,2,29,"$20","In 7 days","Human","Curbside"
"59",3,10,1,30,"$20","In 4 days","Autnomous robot","Neighborhood locker"
"60",3,10,2,30,"$10","In 7 days","Autnomous robot","Neighborhood locker"
"61",4,1,1,31,"$20","Today","Human","Curbside"
"62",4,1,2,31,"$10","Today","Autnomous robot","Neighborhood locker"
"63",4,2,1,32,"$15","In 4 days","Human","Neighborhood locker"
"64",4,2,2,32,"$30","Today","Autnomous robot","Doorstep"
"65",4,3,1,33,"$15","Today","Human","Neighborhood locker"
"66",4,3,2,33,"$10","Tomorrow","Autnomous robot","Doorstep"
"67",4,4,1,34,"$20","In 7 days","Human","Curbside"
"68",4,4,2,34,"$30","In 4 days","Autnomous robot","Doorstep"
"69",4,5,1,35,"$30","Tomorrow","Human","Doorstep"
"70",4,5,2,35,"$10","In 4 days","Human","Doorstep"
"71",4,6,1,36,"$0","Today","Human","Neighborhood locker"
"72",4,6,2,36,"$0","Tomorrow","Autnomous robot","Neighborhood locker"
"73",4,7,1,37,"$5","In 4 days","Human","Curbside"
"74",4,7,2,37,"$25","In 7 days","Autnomous robot","Curbside"
"75",4,8,1,38,"$30","Tomorrow","Human","Doorstep"
"76",4,8,2,38,"$0","In 4 days","Human","Doorstep"
"77",4,9,1,39,"$10","Today","Autnomous robot","Doorstep"
"78",4,9,2,39,"$15","In 4 days","Autnomous robot","Neighborhood locker"
"79",4,10,1,40,"$5","In 7 days","Human","Doorstep"
"80",4,10,2,40,"$30","In 4 days","Autnomous robot","Doorstep"
"81",5,1,1,41,"$20","Tomorrow","Human","Neighborhood locker"
"82",5,1,2,41,"$30","Tomorrow","Human","Doorstep"
"83",5,2,1,42,"$0","Tomorrow","Autnomous robot","Neighborhood locker"
"84",5,2,2,42,"$25","In 4 days","Autnomous robot","Neighborhood locker"
"85",5,3,1,43,"$5","Tomorrow","Autnomous robot","Doorstep"
"86",5,3,2,43,"$15","In 7 days","Human","Doorstep"
"87",5,4,1,44,"$10","In 7 days","Autnomous robot","Doorstep"
"88",5,4,2,44,"$25","Today","Human","Curbside"
"89",5,5,1,45,"$20","Tomorrow","Human","Curbside"
"90",5,5,2,45,"$20","Tomorrow","Human","Neighborhood locker"
"91",5,6,1,46,"$0","Today","Autnomous robot","Neighborhood locker"
"92",5,6,2,46,"$5","In 4 days","Human","Curbside"
"93",5,7,1,47,"$15","Tomorrow","Human","Curbside"
"94",5,7,2,47,"$25","In 4 days","Autnomous robot","Neighborhood locker"
"95",5,8,1,48,"$30","Tomorrow","Human","Doorstep"
"96",5,8,2,48,"$15","Tomorrow","Human","Neighborhood locker"
"97",5,9,1,49,"$0","In 4 days","Human","Doorstep"
"98",5,9,2,49,"$5","Tomorrow","Autnomous robot","Doorstep"
"99",5,10,1,50,"$25","In 4 days","Autnomous robot","Curbside"
"100",5,10,2,50,"$15","In 7 days","Human","Doorstep"
"101",6,1,1,51,"$25","In 7 days","Human","Doorstep"
"102",6,1,2,51,"$30","Today","Human","Doorstep"
"103",6,2,1,52,"$20","Today","Human","Doorstep"
"104",6,2,2,52,"$20","In 4 days","Human","Curbside"
"105",6,3,1,53,"$20","Today","Autnomous robot","Doorstep"
"106",6,3,2,53,"$30","Today","Human","Doorstep"
"107",6,4,1,54,"$25","In 4 days","Autnomous robot","Neighborhood locker"
"108",6,4,2,54,"$15","Today","Human","Curbside"
"109",6,5,1,55,"$0","In 7 days","Autnomous robot","Neighborhood locker"
"110",6,5,2,55,"$10","In 7 days","Autnomous robot","Curbside"
"111",6,6,1,56,"$30","Today","Human","Doorstep"
"112",6,6,2,56,"$10","In 4 days","Human","Curbside"
"113",6,7,1,57,"$30","In 7 days","Human","Doorstep"
"114",6,7,2,57,"$25","In 7 days","Human","Doorstep"
"115",6,8,1,58,"$15","In 4 days","Autnomous robot","Neighborhood locker"
"116",6,8,2,58,"$15","In 7 days","Autnomous robot","Doorstep"
"117",6,9,1,59,"$20","Tomorrow","Human","Neighborhood locker"
"118",6,9,2,59,"$0","Today","Autnomous robot","Neighborhood locker"
"119",6,10,1,60,"$15","In 4 days","Autnomous robot","Curbside"
"120",6,10,2,60,"$10","Tomorrow","Autnomous robot","Neighborhood locker"
"121",7,1,1,61,"$30","In 4 days","Human","Doorstep"
"122",7,1,2,61,"$30","In 7 days","Human","Doorstep"
"123",7,2,1,62,"$10","In 4 days","Human","Neighborhood locker"
"124",7,2,2,62,"$20","Tomorrow","Human","Doorstep"
"125",7,3,1,63,"$0","In 7 days","Human","Neighborhood locker"
"126",7,3,2,63,"$30","In 7 days","Human","Curbside"
"127",7,4,1,64,"$10","In 7 days","Autnomous robot","Neighborhood locker"
"128",7,4,2,64,"$5","In 4 days","Autnomous robot","Neighborhood locker"
"129",7,5,1,65,"$20","In 7 days","Human","Neighborhood locker"
"130",7,5,2,65,"$15","Today","Autnomous robot","Curbside"
"131",7,6,1,66,"$30","Today","Human","Doorstep"
"132",7,6,2,66,"$10","In 4 days","Human","Neighborhood locker"
"133",7,7,1,67,"$20","In 7 days","Autnomous robot","Neighborhood locker"
"134",7,7,2,67,"$25","Today","Human","Neighborhood locker"
"135",7,8,1,68,"$25","In 4 days","Human","Neighborhood locker"
"136",7,8,2,68,"$15","In 7 days","Human","Neighborhood locker"
"137",7,9,1,69,"$25","Today","Autnomous robot","Curbside"
"138",7,9,2,69,"$20","Tomorrow","Human","Curbside"
"139",7,10,1,70,"$0","Tomorrow","Human","Neighborhood locker"
"140",7,10,2,70,"$20","Tomorrow","Human","Curbside"
"141",8,1,1,71,"$5","In 7 days","Human","Neighborhood locker"
"142",8,1,2,71,"$30","Tomorrow","Human","Doorstep"
"143",8,2,1,72,"$0","In 4 days","Human","Neighborhood locker"
"144",8,2,2,72,"$30","Tomorrow","Human","Curbside"
"145",8,3,1,73,"$10","In 7 days","Human","Doorstep"
"146",8,3,2,73,"$10","Tomorrow","Autnomous robot","Curbside"
"147",8,4,1,74,"$25","In 4 days","Autnomous robot","Neighborhood locker"
"148",8,4,2,74,"$30","Today","Human","Curbside"
"149",8,5,1,75,"$25","In 4 days","Human","Neighborhood locker"
"150",8,5,2,75,"$20","Today","Autnomous robot","Neighborhood locker"
"151",8,6,1,76,"$10","Tomorrow","Human","Doorstep"
"152",8,6,2,76,"$10","Tomorrow","Autnomous robot","Curbside"
"153",8,7,1,77,"$0","Tomorrow","Autnomous robot","Doorstep"
"154",8,7,2,77,"$20","Tomorrow","Human","Doorstep"
"155",8,8,1,78,"$10","In 7 days","Human","Curbside"
"156",8,8,2,78,"$5","In 7 days","Human","Doorstep"
"157",8,9,1,79,"$25","In 4 days","Autnomous robot","Doorstep"
"158",8,9,2,79,"$30","Today","Autnomous robot","Curbside"
"159",8,10,1,80,"$5","Today","Autnomous robot","Curbside"
"160",8,10,2,80,"$30","Tomorrow","Human","Curbside"
"161",9,1,1,81,"$20","Today","Human","Curbside"
"162",9,1,2,81,"$10","In 7 days","Autnomous robot","Doorstep"
"163",9,2,1,82,"$25","In 4 days","Autnomous robot","Doorstep"
"164",9,2,2,82,"$15","Today","Human","Curbside"
"165",9,3,1,83,"$0","In 4 days","Autnomous robot","Neighborhood locker"
"166",9,3,2,83,"$0","Today","Human","Neighborhood locker"
"167",9,4,1,84,"$20","In 4 days","Autnomous robot","Curbside"
"168",9,4,2,84,"$30","In 4 days","Autnomous robot","Curbside"
"169",9,5,1,85,"$25","In 7 days","Human","Curbside"
"170",9,5,2,85,"$0","Tomorrow","Autnomous robot","Doorstep"
"171",9,6,1,86,"$15","In 7 days","Autnomous robot","Neighborhood locker"
"172",9,6,2,86,"$20","In 4 days","Autnomous robot","Curbside"
"173",9,7,1,87,"$30","Today","Autnomous robot","Doorstep"
"174",9,7,2,87,"$0","Tomorrow","Autnomous robot","Doorstep"
"175",9,8,1,88,"$20","Tomorrow","Autnomous robot","Doorstep"
"176",9,8,2,88,"$30","Today","Human","Neighborhood locker"
"177",9,9,1,89,"$15","In 4 days","Autnomous robot","Doorstep"
"178",9,9,2,89,"$30","Tomorrow","Human","Neighborhood locker"
"179",9,10,1,90,"$5","Tomorrow","Human","Neighborhood locker"
"180",9,10,2,90,"$25","Today","Autnomous robot","Curbside"
"181",10,1,1,91,"$20","Today","Human","Curbside"
"182",10,1,2,91,"$0","Today","Human","Neighborhood locker"
"183",10,2,1,92,"$25","Today","Autnomous robot","Neighborhood locker"
"184",10,2,2,92,"$10","Today","Autnomous robot","Doorstep"
"185",10,3,1,93,"$5","Today","Human","Neighborhood locker"
"186",10,3,2,93,"$25","In 4 days","Autnomous robot","Curbside"
"187",10,4,1,94,"$5","Tomorrow","Human","Neighborhood locker"
"188",10,4,2,94,"$15","In 4 days","Autnomous robot","Curbside"
"189",10,5,1,95,"$20","In 4 days","Human","Doorstep"
"190",10,5,2,95,"$15","Today","Autnomous robot","Neighborhood locker"
"191",10,6,1,96,"$0","Today","Human","Curbside"
"192",10,6,2,96,"$10","Tomorrow","Autnomous robot","Curbside"
"193",10,7,1,97,"$0","Tomorrow","Autnomous robot","Neighborhood locker"
"194",10,7,2,97,"$30","In 7 days","Autnomous robot","Neighborhood locker"
"195",10,8,1,98,"$10","Tomorrow","Human","Doorstep"
"196",10,8,2,98,"$0","Tomorrow","Autnomous robot","Neighborhood locker"
"197",10,9,1,99,"$15","Today","Autnomous robot","Doorstep"
"198",10,9,2,99,"$15","Tomorrow","Human","Curbside"
"199",10,10,1,100,"$15","In 4 days","Human","Doorstep"
"200",10,10,2,100,"$20","Today","Human","Curbside"
"201",11,1,1,101,"$10","Tomorrow","Autnomous robot","Doorstep"
"202",11,1,2,101,"$10","Tomorrow","Human","Doorstep"
"203",11,2,1,102,"$10","In 7 days","Autnomous robot","Neighborhood locker"
"204",11,2,2,102,"$5","In 7 days","Human","Curbside"
"205",11,3,1,103,"$20","Tomorrow","Autnomous robot","Neighborhood locker"
"206",11,3,2,103,"$5","In 7 days","Autnomous robot","Doorstep"
"207",11,4,1,104,"$0","In 7 days","Autnomous robot","Neighborhood locker"
"208",11,4,2,104,"$15","In 7 days","Human","Curbside"
"209",11,5,1,105,"$15","Tomorrow","Autnomous robot","Curbside"
"210",11,5,2,105,"$10","Tomorrow","Human","Curbside"
"211",11,6,1,106,"$20","Tomorrow","Human","Doorstep"
"212",11,6,2,106,"$0","In 7 days","Autnomous robot","Neighborhood locker"
"213",11,7,1,107,"$10","Tomorrow","Human","Neighborhood locker"
"214",11,7,2,107,"$25","In 7 days","Autnomous robot","Doorstep"
"215",11,8,1,108,"$30","In 4 days","Human","Neighborhood locker"
"216",11,8,2,108,"$5","In 7 days","Human","Neighborhood locker"
"217",11,9,1,109,"$5","In 4 days","Autnomous robot","Neighborhood locker"
"218",11,9,2,109,"$15","Tomorrow","Autnomous robot","Curbside"
"219",11,10,1,110,"$30","Today","Human","Neighborhood locker"
"220",11,10,2,110,"$30","In 4 days","Autnomous robot","Doorstep"
"221",12,1,1,111,"$15","In 7 days","Autnomous robot","Neighborhood locker"
"222",12,1,2,111,"$30","In 7 days","Autnomous robot","Curbside"
"223",12,2,1,112,"$15","In 7 days","Human","Neighborhood locker"
"224",12,2,2,112,"$10","In 7 days","Autnomous robot","Curbside"
"225",12,3,1,113,"$30","Tomorrow","Autnomous robot","Doorstep"
"226",12,3,2,113,"$10","Today","Human","Doorstep"
"227",12,4,1,114,"$10","Today","Autnomous robot","Neighborhood locker"
"228",12,4,2,114,"$25","Tomorrow","Autnomous robot","Curbside"
"229",12,5,1,115,"$15","In 4 days","Human","Curbside"
"230",12,5,2,115,"$10","Tomorrow","Human","Curbside"
"231",12,6,1,116,"$15","In 4 days","Autnomous robot","Neighborhood locker"
"232",12,6,2,116,"$5","In 7 days","Autnomous robot","Curbside"
"233",12,7,1,117,"$5","Tomorrow","Human","Neighborhood locker"
"234",12,7,2,117,"$30","Tomorrow","Human","Neighborhood locker"
"235",12,8,1,118,"$30","Tomorrow","Human","Curbside"
"236",12,8,2,118,"$5","In 7 days","Autnomous robot","Neighborhood locker"
"237",12,9,1,119,"$30","Tomorrow","Human","Neighborhood locker"
"238",12,9,2,119,"$10","Today","Autnomous robot","Curbside"
"239",12,10,1,120,"$20","In 4 days","Autnomous robot","Neighborhood locker"
"240",12,10,2,120,"$20","In 4 days","Autnomous robot","Curbside"
"241",13,1,1,121,"$30","Tomorrow","Autnomous robot","Neighborhood locker"
"242",13,1,2,121,"$20","In 7 days","Human","Doorstep"
"243",13,2,1,122,"$15","In 4 days","Human","Doorstep"
"244",13,2,2,122,"$25","Today","Autnomous robot","Doorstep"
"245",13,3,1,123,"$25","In 4 days","Autnomous robot","Neighborhood locker"
"246",13,3,2,123,"$5","Today","Autnomous robot","Doorstep"
"247",13,4,1,124,"$5","Tomorrow","Autnomous robot","Doorstep"
"248",13,4,2,124,"$10","Tomorrow","Human","Curbside"
"249",13,5,1,125,"$25","Today","Autnomous robot","Neighborhood locker"
"250",13,5,2,125,"$20","Today","Autnomous robot","Curbside"
"251",13,6,1,126,"$25","In 7 days","Autnomous robot","Neighborhood locker"
"252",13,6,2,126,"$10","In 7 days","Autnomous robot","Doorstep"
"253",13,7,1,127,"$25","Tomorrow","Autnomous robot","Neighborhood locker"
"254",13,7,2,127,"$5","In 4 days","Human","Neighborhood locker"
"255",13,8,1,128,"$15","In 7 days","Autnomous robot","Neighborhood locker"
"256",13,8,2,128,"$10","Tomorrow","Human","Doorstep"
"257",13,9,1,129,"$15","Today","Human","Doorstep"
"258",13,9,2,129,"$10","Tomorrow","Autnomous robot","Doorstep"
"259",13,10,1,130,"$0","Today","Human","Doorstep"
"260",13,10,2,130,"$25","In 7 days","Autnomous robot","Curbside"
"261",14,1,1,131,"$30","In 7 days","Autnomous robot","Doorstep"
"262",14,1,2,131,"$20","In 7 days","Autnomous robot","Neighborhood locker"
"263",14,2,1,132,"$5","In 7 days","Autnomous robot","Curbside"
"264",14,2,2,132,"$10","In 7 days","Autnomous robot","Curbside"
"265",14,3,1,133,"$25","In 7 days","Human","Neighborhood locker"
"266",14,3,2,133,"$25","Tomorrow","Autnomous robot","Curbside"
"267",14,4,1,134,"$20","In 7 days","Human","Neighborhood locker"
"268",14,4,2,134,"$0","Tomorrow","Autnomous robot","Doorstep"
"269",14,5,1,135,"$20","Today","Autnomous robot","Doorstep"
"270",14,5,2,135,"$5","Today","Human","Curbside"
"271",14,6,1,136,"$20","In 4 days","Autnomous robot","Doorstep"
"272",14,6,2,136,"$30","Today","Autnomous robot","Doorstep"
"273",14,7,1,137,"$10","In 4 days","Human","Doorstep"
"274",14,7,2,137,"$5","Tomorrow","Human","Neighborhood locker"
"275",14,8,1,138,"$30","In 7 days","Autnomous robot","Neighborhood locker"
"276",14,8,2,138,"$25","In 4 days","Autnomous robot","Curbside"
"277",14,9,1,139,"$20","In 4 days","Human","Curbside"
"278",14,9,2,139,"$30","In 4 days","Autnomous robot","Doorstep"
"279",14,10,1,140,"$10","Today","Autnomous robot","Doorstep"
"280",14,10,2,140,"$5","In 7 days","Autnomous robot","Doorstep"
"281",15,1,1,141,"$25","Today","Human","Neighborhood locker"
"282",15,1,2,141,"$25","In 7 days","Human","Neighborhood locker"
"283",15,2,1,142,"$10","Today","Autnomous robot","Doorstep"
"284",15,2,2,142,"$0","Today","Autnomous robot","Neighborhood locker"
"285",15,3,1,143,"$10","Today","Human","Neighborhood locker"
"286",15,3,2,143,"$10","Today","Autnomous robot","Neighborhood locker"
"287",15,4,1,144,"$15","Tomorrow","Human","Neighborhood locker"
"288",15,4,2,144,"$0","Tomorrow","Human","Curbside"
"289",15,5,1,145,"$25","Today","Human","Doorstep"
"290",15,5,2,145,"$20","Today","Autnomous robot","Curbside"
"291",15,6,1,146,"$20","In 7 days","Human","Curbside"
"292",15,6,2,146,"$25","Tomorrow","Autnomous robot","Neighborhood locker"
"293",15,7,1,147,"$30","In 4 days","Human","Neighborhood locker"
"294",15,7,2,147,"$5","In 4 days","Human","Curbside"
"295",15,8,1,148,"$25","Today","Human","Neighborhood locker"
"296",15,8,2,148,"$20","Tomorrow","Human","Curbside"
"297",15,9,1,149,"$0","In 7 days","Human","Neighborhood locker"
"298",15,9,2,149,"$30","In 7 days","Human","Neighborhood locker"
"299",15,10,1,150,"$30","In 4 days","Autnomous robot","Curbside"
"300",15,10,2,150,"$20","In 7 days","Human","Neighborhood locker"
"301",16,1,1,151,"$15","In 7 days","Human","Curbside"
"302",16,1,2,151,"$25","Today","Human","Neighborhood locker"
"303",16,2,1,152,"$10","Today","Autnomous robot","Neighborhood locker"
"304",16,2,2,152,"$20","In 4 days","Autnomous robot","Doorstep"
"305",16,3,1,153,"$15","Tomorrow","Autnomous robot","Curbside"
"306",16,3,2,153,"$15","Tomorrow","Autnomous robot","Neighborhood locker"
"307",16,4,1,154,"$5","Tomorrow","Autnomous robot","Curbside"
"308",16,4,2,154,"$10","In 4 days","Human","Doorstep"
"309",16,5,1,155,"$5","Today","Human","Neighborhood locker"
"310",16,5,2,155,"$10","In 7 days","Autnomous robot","Doorstep"
"311",16,6,1,156,"$30","In 7 days","Human","Curbside"
"312",16,6,2,156,"$20","Tomorrow","Autnomous robot","Curbside"
"313",16,7,1,157,"$20","Tomorrow","Human","Doorstep"
"314",16,7,2,157,"$15","In 7 days","Autnomous robot","Doorstep"
"315",16,8,1,158,"$15","In 4 days","Autnomous robot","Neighborhood locker"
"316",16,8,2,158,"$10","Tomorrow","Human","Doorstep"
"317",16,9,1,159,"$30","In 4 days","Autnomous robot","Curbside"
"318",16,9,2,159,"$10","In 4 days","Human","Curbside"
"319",16,10,1,160,"$10","In 7 days","Human","Curbside"
"320",16,10,2,160,"$0","In 7 days","Human","Curbside"
"321",17,1,1,161,"$10","In 4 days","Autnomous robot","Doorstep"
"322",17,1,2,161,"$15","In 4 days","Human","Neighborhood locker"
"323",17,2,1,162,"$20","In 4 days","Autnomous robot","Curbside"
"324",17,2,2,162,"$10","Today","Autnomous robot","Neighborhood locker"
"325",17,3,1,163,"$20","Today","Human","Neighborhood locker"
"326",17,3,2,163,"$15","In 4 days","Autnomous robot","Doorstep"
"327",17,4,1,164,"$30","Today","Autnomous robot","Curbside"
"328",17,4,2,164,"$30","Tomorrow","Autnomous robot","Curbside"
"329",17,5,1,165,"$20","Today","Human","Neighborhood locker"
"330",17,5,2,165,"$30","Today","Human","Curbside"
"331",17,6,1,166,"$15","Tomorrow","Human","Curbside"
"332",17,6,2,166,"$30","In 7 days","Human","Curbside"
"333",17,7,1,167,"$5","Tomorrow","Autnomous robot","Doorstep"
"334",17,7,2,167,"$5","In 4 days","Autnomous robot","Doorstep"
"335",17,8,1,168,"$0","In 7 days","Human","Curbside"
"336",17,8,2,168,"$5","Tomorrow","Autnomous robot","Curbside"
"337",17,9,1,169,"$0","In 7 days","Autnomous robot","Doorstep"
"338",17,9,2,169,"$15","Tomorrow","Autnomous robot","Doorstep"
"339",17,10,1,170,"$20","Today","Autnomous robot","Doorstep"
"340",17,10,2,170,"$0","Tomorrow","Autnomous robot","Curbside"
"341",18,1,1,171,"$25","Tomorrow","Human","Neighborhood locker"
"342",18,1,2,171,"$0","Today","Human","Curbside"
"343",18,2,1,172,"$20","Today","Autnomous robot","Curbside"
"344",18,2,2,172,"$0","In 4 days","Autnomous robot","Curbside"
"345",18,3,1,173,"$25","In 7 days","Autnomous robot","Curbside"
"346",18,3,2,173,"$10","Tomorrow","Human","Doorstep"
"347",18,4,1,174,"$25","In 7 days","Human","Curbside"
"348",18,4,2,174,"$0","Today","Autnomous robot","Curbside"
"349",18,5,1,175,"$0","Tomorrow","Human","Neighborhood locker"
"350",18,5,2,175,"$30","In 7 days","Human","Doorstep"
"351",18,6,1,176,"$0","Tomorrow","Human","Neighborhood locker"
"352",18,6,2,176,"$5","Tomorrow","Human","Neighborhood locker"
"353",18,7,1,177,"$20","Today","Autnomous robot","Curbside"
"354",18,7,2,177,"$25","In 4 days","Autnomous robot","Curbside"
"355",18,8,1,178,"$20","In 7 days","Autnomous robot","Neighborhood locker"
"356",18,8,2,178,"$10","In 4 days","Autnomous robot","Curbside"
"357",18,9,1,179,"$25","Today","Human","Doorstep"
"358",18,9,2,179,"$30","In 7 days","Human","Curbside"
"359",18,10,1,180,"$5","In 7 days","Autnomous robot","Curbside"
"360",18,10,2,180,"$15","Tomorrow","Human","Doorstep"
"361",19,1,1,181,"$20","In 4 days","Human","Neighborhood locker"
"362",19,1,2,181,"$0","Tomorrow","Human","Curbside"
"363",19,2,1,182,"$20","In 4 days","Human","Neighborhood locker"
"364",19,2,2,182,"$25","Tomorrow","Human","Doorstep"
"365",19,3,1,183,"$20","Today","Autnomous robot","Curbside"
"366",19,3,2,183,"$0","In 7 days","Human","Curbside"
"367",19,4,1,184,"$10","In 4 days","Autnomous robot","Doorstep"
"368",19,4,2,184,"$5","Tomorrow","Autnomous robot","Neighborhood locker"
"369",19,5,1,185,"$10","In 7 days","Human","Neighborhood locker"
"370",19,5,2,185,"$30","Today","Human","Neighborhood locker"
"371",19,6,1,186,"$30","Today","Autnomous robot","Doorstep"
"372",19,6,2,186,"$10","Today","Human","Curbside"
"373",19,7,1,187,"$30","Tomorrow","Human","Doorstep"
"374",19,7,2,187,"$5","In 7 days","Autnomous robot","Doorstep"
"375",19,8,1,188,"$5","In 7 days","Autnomous robot","Curbside"
"376",19,8,2,188,"$20","In 7 days","Autnomous robot","Doorstep"
"377",19,9,1,189,"$15","In 4 days","Autnomous robot","Curbside"
"378",19,9,2,189,"$20","In 7 days","Autnomous robot","Curbside"
"379",19,10,1,190,"$30","In 4 days","Human","Neighborhood locker"
"380",19,10,2,190,"$10","In 4 days","Human","Curbside"
"381",20,1,1,191,"$5","Today","Autnomous robot","Neighborhood locker"
"382",20,1,2,191,"$25","In 7 days","Autnomous robot","Doorstep"
"383",20,2,1,192,"$20","In 4 days","Human","Curbside"
"384",20,2,2,192,"$5","In 4 days","Human","Curbside"
"385",20,3,1,193,"$20","Today","Autnomous robot","Neighborhood locker"
"386",20,3,2,193,"$25","Today","Human","Curbside"
"387",20,4,1,194,"$10","In 7 days","Human","Doorstep"
"388",20,4,2,194,"$0","In 4 days","Autnomous robot","Curbside"
"389",20,5,1,195,"$20","Today","Human","Neighborhood locker"
"390",20,5,2,195,"$30","In 7 days","Autnomous robot","Doorstep"
"391",20,6,1,196,"$20","In 7 days","Human","Doorstep"
"392",20,6,2,196,"$0","Today","Autnomous robot","Curbside"
"393",20,7,1,197,"$15","Tomorrow","Autnomous robot","Curbside"
"394",20,7,2,197,"$5","In 7 days","Human","Curbside"
"395",20,8,1,198,"$30","In 7 days","Human","Neighborhood locker"
"396",20,8,2,198,"$25","Tomorrow","Human","Neighborhood locker"
"397",20,9,1,199,"$0","Tomorrow","Autnomous robot","Curbside"
"398",20,9,2,199,"$15","Today","Autnomous robot","Curbside"
"399",20,10,1,200,"$15","In 7 days","Autnomous robot","Doorstep"
"400",20,10,2,200,"$30","In 7 days","Human","Doorstep"
"401",21,1,1,201,"$5","In 4 days","Human","Curbside"
"402",21,1,2,201,"$25","In 4 days","Human","Curbside"
"403",21,2,1,202,"$15","Tomorrow","Autnomous robot","Doorstep"
"404",21,2,2,202,"$25","Today","Autnomous robot","Curbside"
"405",21,3,1,203,"$15","Tomorrow","Autnomous robot","Doorstep"
"406",21,3,2,203,"$10","In 4 days","Autnomous robot","Doorstep"
"407",21,4,1,204,"$20","Today","Autnomous robot","Doorstep"
"408",21,4,2,204,"$30","Tomorrow","Human","Curbside"
"409",21,5,1,205,"$0","Tomorrow","Autnomous robot","Neighborhood locker"
"410",21,5,2,205,"$25","In 7 days","Human","Neighborhood locker"
"411",21,6,1,206,"$15","Today","Human","Neighborhood locker"
"412",21,6,2,206,"$0","In 7 days","Human","Neighborhood locker"
"413",21,7,1,207,"$30","Today","Autnomous robot","Neighborhood locker"
"414",21,7,2,207,"$25","In 4 days","Human","Doorstep"
